,Unnamed: 0,months_as_customer,age,policy_number,policy_deductable,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,_id,policy_bind_date,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,property_damage,police_report_available,auto_make,auto_model,fraud_reported
1136,405,156,31,475588,2000,0,446895,0,0,3,1,2,0,59000,5900,5900,47200,261,918,0,0,1,6,7,15,0,56,2,0,0,4,0,0,534,0,0,5,16,1
1137,726,254,40,349658,500,0,609317,0,0,10,1,0,1,43280,0,5410,37870,544,706,1,0,1,4,9,19,0,13,2,0,1,1,5,0,582,1,0,6,10,1
1138,347,317,46,753844,1000,0,469126,43700,0,18,1,2,1,104610,19020,19020,66570,479,748,1,1,1,4,11,19,2,18,2,0,0,1,6,0,779,0,0,8,24,1
1139,410,436,58,987905,2000,5000000,475705,47400,-27600,10,1,0,2,59900,11980,5990,41930,283,549,2,1,1,6,12,17,2,1,2,1,0,4,6,5,290,0,0,2,37,1
1140,435,271,44,247801,500,0,600153,0,0,16,1,2,2,76230,6930,13860,55440,460,441,2,1,0,2,12,0,2,36,2,1,1,3,4,5,963,0,0,13,28,1
1141,62,473,58,892874,2000,0,458733,55700,0,12,4,0,0,63120,10520,10520,42080,15,107,1,0,0,4,13,12,2,21,0,2,0,3,6,2,953,1,0,0,23,1
1142,130,254,39,332867,500,0,458364,35700,0,6,3,2,2,82320,13720,6860,61740,65,249,1,0,0,4,3,5,2,45,0,0,1,0,1,0,16,1,0,4,27,1
1143,47,171,34,964657,2000,0,605169,84900,0,14,1,1,2,69200,13840,6920,48440,135,357,1,1,0,1,3,19,2,10,2,1,0,4,1,6,853,0,0,13,28,1
1144,864,123,29,379268,500,0,447188,64800,-44200,17,1,1,0,73260,16280,0,56980,803,868,1,1,0,5,6,5,1,5,2,1,1,0,0,0,824,1,1,13,20,1
1145,263,85,30,740384,1000,0,459588,51600,-73900,19,1,0,1,74280,12380,12380,49520,319,136,1,2,1,0,10,15,2,24,2,2,0,3,1,6,578,1,1,11,15,1
1146,418,66,26,445973,1000,0,476502,0,0,8,1,2,2,57860,0,10520,47340,342,165,0,1,1,1,1,16,3,42,2,1,0,4,1,3,810,0,1,11,19,1
1147,351,186,33,779075,1000,0,469429,37600,-37600,3,1,2,1,4730,860,860,3010,281,382,1,0,0,0,2,6,5,5,3,1,3,4,1,0,831,0,0,3,25,1
1148,91,256,41,227811,2000,6000000,608117,48900,-62400,5,1,1,2,63400,6340,6340,50720,3,604,0,1,0,6,1,2,4,1,2,0,0,4,2,0,669,0,0,3,34,1
1149,474,111,29,235869,500,2000000,464736,0,0,1,1,1,1,52800,4800,9600,38400,306,30,0,1,0,6,4,11,3,30,2,2,0,1,4,5,135,0,1,8,24,1
1150,452,61,24,265026,500,0,473611,47400,0,15,3,2,1,65520,9360,9360,46800,361,408,1,0,0,1,8,13,2,3,0,1,0,0,4,3,211,1,0,12,18,1
1151,833,77,26,357394,2000,0,620207,49700,0,12,3,2,0,69080,12560,6280,50240,831,631,0,1,1,3,3,12,2,28,0,1,0,4,1,2,907,1,0,1,5,1
1152,786,235,39,836349,2000,4000000,619570,0,0,10,1,0,3,60320,9280,9280,41760,987,572,0,2,1,3,2,19,2,4,2,2,0,3,0,2,517,0,0,3,34,1
1153,839,290,45,219028,1000,0,451550,38500,0,23,3,0,0,52650,5850,5850,40950,872,738,2,0,0,0,6,5,5,1,0,2,0,0,1,2,34,1,1,5,14,1
1154,423,157,32,347984,2000,0,436711,0,-54100,14,3,1,2,50800,10160,5080,35560,379,116,2,0,1,1,7,15,2,11,0,0,0,3,5,1,634,0,0,8,12,1
1155,398,414,52,373935,500,0,452647,44000,-71000,13,1,1,1,54810,6090,6090,42630,445,341,1,2,0,2,4,5,4,28,2,1,2,4,4,3,298,1,0,3,32,1
1156,79,214,41,795686,500,4000000,472214,0,-57100,13,3,2,0,64000,12800,6400,44800,146,121,0,2,1,5,12,14,1,31,0,2,0,1,0,3,411,0,0,2,38,1
1157,363,157,31,121439,500,7000000,458622,40700,-41600,2,4,2,2,47700,4770,9540,33390,394,818,1,2,1,2,4,15,3,36,0,1,0,3,2,0,650,0,0,0,33,1
1158,616,276,46,283267,2000,0,435518,0,-70400,17,1,1,2,51390,5710,5710,39970,709,769,2,0,1,1,5,5,0,26,2,0,1,0,4,1,643,0,0,13,20,1
1159,513,402,54,603632,2000,0,444558,48000,-79600,19,1,0,2,67770,7530,15060,45180,573,808,2,1,1,3,4,2,1,51,2,1,0,3,1,6,466,0,1,8,24,1
1160,64,413,55,115399,2000,0,453148,0,-31000,15,1,2,2,98160,8180,16360,73620,23,407,1,0,1,4,8,5,3,10,2,0,2,0,6,3,518,0,0,4,30,1
1161,748,39,22,691115,500,0,431202,0,0,14,1,0,1,86130,15660,7830,62640,727,48,1,2,1,3,4,14,1,36,2,1,0,4,4,3,421,1,1,11,21,1
1162,433,152,33,107181,500,0,478981,0,0,16,1,0,0,70400,6400,19200,44800,442,168,1,1,0,6,13,8,5,23,2,2,0,1,4,2,326,1,0,11,21,1
1163,675,16,32,307469,1000,0,615767,50800,-66200,0,3,0,2,59400,6600,13200,39600,649,763,0,0,1,4,12,5,1,19,0,2,2,0,6,1,84,0,0,4,30,1
1164,327,291,46,832746,1000,0,452701,0,-55300,8,1,2,2,5580,620,620,4340,364,503,2,2,0,2,0,14,3,17,1,1,1,4,4,2,102,0,1,13,28,1
1165,94,8,35,699044,2000,0,613982,0,0,16,3,1,3,71500,16500,11000,44000,25,306,2,0,1,5,11,14,3,30,0,1,0,3,2,0,262,0,1,5,13,1
1166,572,210,35,998192,500,0,476203,0,-19500,11,3,2,1,24570,2730,2730,19110,558,537,0,0,0,1,3,19,1,45,0,2,2,1,6,5,956,0,0,10,3,1
1167,63,370,55,285496,2000,0,443920,72700,-68200,20,3,0,0,71520,17880,5960,47680,22,608,0,0,1,2,9,13,2,2,0,1,0,0,4,2,164,0,1,11,15,1
1168,75,453,60,149367,500,6000000,459504,52600,-38800,0,1,0,0,70000,14000,7000,49000,111,440,1,0,1,6,2,7,4,27,2,0,0,1,0,6,700,1,0,5,14,1
1169,263,85,30,740384,1000,0,459588,51600,-73900,19,1,0,1,74280,12380,12380,49520,319,136,1,2,1,0,10,15,2,24,2,2,0,3,1,6,578,1,1,11,15,1
1170,263,85,30,740384,1000,0,459588,51600,-73900,19,1,0,1,74280,12380,12380,49520,319,136,1,2,1,0,10,15,2,24,2,2,0,3,1,6,578,1,1,11,15,1
1171,410,436,58,987905,2000,5000000,475705,47400,-27600,10,1,0,2,59900,11980,5990,41930,283,549,2,1,1,6,12,17,2,1,2,1,0,4,6,5,290,0,0,2,37,1
1172,470,88,25,332892,1000,0,613583,0,0,6,1,1,2,66780,7420,7420,51940,288,123,1,1,0,3,5,12,0,35,2,1,0,0,4,4,337,1,1,5,13,1
1173,572,210,35,998192,500,0,476203,0,-19500,11,3,2,1,24570,2730,2730,19110,558,537,0,0,0,1,3,19,1,45,0,2,2,1,6,5,956,0,0,10,3,1
1174,786,235,39,836349,2000,4000000,619570,0,0,10,1,0,3,60320,9280,9280,41760,987,572,0,2,1,3,2,19,2,4,2,2,0,3,0,2,517,0,0,3,34,1
1175,559,186,38,536052,2000,0,477373,39300,-60300,23,3,2,2,68760,11460,5730,51570,699,523,2,1,0,5,13,18,0,59,0,0,2,4,5,0,407,1,0,10,3,1
1176,549,330,47,912665,2000,0,432218,0,-56400,20,2,0,2,60500,11000,5500,44000,629,611,0,0,0,2,2,5,5,59,0,2,2,3,1,4,639,0,1,5,14,1
1177,222,27,28,735822,2000,0,451560,0,-32500,10,3,0,2,53600,5360,10720,37520,234,845,1,0,1,3,4,14,2,53,0,0,0,3,3,5,167,0,1,1,5,1
1178,293,175,34,771236,500,0,607893,82400,-57100,14,1,2,1,36720,4080,4080,28560,305,613,2,0,0,3,5,0,5,46,2,0,0,3,1,0,470,0,1,6,6,1
1179,289,108,33,512813,2000,0,450703,0,0,6,3,0,1,64350,5850,11700,46800,278,43,0,0,0,3,1,8,1,12,0,2,0,4,6,3,308,0,1,9,29,1
1180,549,330,47,912665,2000,0,432218,0,-56400,20,2,0,2,60500,11000,5500,44000,629,611,0,0,0,2,2,5,5,59,0,2,2,3,1,4,639,0,1,5,14,1
1181,14,225,41,330591,2000,0,475292,41200,-36200,20,3,2,2,70400,6400,12800,51200,117,863,2,2,1,2,3,8,4,10,0,2,0,4,1,3,314,0,0,12,18,1
1182,104,284,48,498140,2000,0,605486,0,-44200,16,2,2,3,60940,5540,11080,44320,84,582,1,2,1,5,9,12,1,10,0,2,0,0,1,2,0,0,0,1,4,1
1183,959,231,37,991553,500,0,467654,0,0,14,1,2,0,71190,0,7910,63280,915,245,2,1,0,2,11,5,5,35,2,1,0,1,4,2,369,1,0,8,7,1
1184,362,289,46,858060,2000,0,604138,0,0,18,1,0,1,56430,6270,6270,43890,383,617,0,1,1,3,1,5,4,51,2,1,1,0,0,0,514,1,1,2,0,1
1185,538,360,51,550294,1000,0,471866,0,-32900,5,1,2,2,4620,840,840,2940,552,204,0,2,1,5,5,5,1,23,3,1,1,4,4,2,365,1,0,4,30,1
1186,67,147,33,129872,1000,6000000,479224,53300,-49200,15,1,2,0,53100,10620,5310,37170,35,876,2,0,1,2,2,15,1,16,2,0,0,3,6,6,233,1,1,8,7,1
1187,415,253,41,261315,2000,0,471453,81300,0,10,3,2,2,80740,7340,14680,58720,310,496,2,0,0,6,11,7,2,0,0,1,0,3,4,6,410,0,1,12,9,1
1188,112,112,30,346940,1000,0,479852,47700,-59300,3,1,2,0,107900,10790,21580,75530,163,892,2,2,0,5,9,17,1,13,2,0,0,1,4,0,931,1,0,4,27,1
1189,157,128,32,547744,2000,0,443522,0,-39300,0,1,1,0,59800,5980,5980,47840,206,791,2,0,0,1,11,5,2,49,2,1,2,1,4,1,300,0,0,5,14,1
1190,435,271,44,247801,500,0,600153,0,0,16,1,2,2,76230,6930,13860,55440,460,441,2,1,0,2,12,0,2,36,2,1,1,3,4,5,963,0,0,13,28,1
1191,142,274,43,517240,2000,0,465263,40700,-47300,22,1,0,3,63840,10640,10640,42560,128,579,2,0,1,1,4,1,5,55,2,0,0,1,1,3,892,1,1,2,37,1
1192,623,184,38,215534,1000,0,437889,0,0,6,3,0,2,53730,11940,5970,35820,513,890,0,1,0,1,13,5,1,42,0,2,1,0,3,4,468,0,0,4,30,1
1193,362,289,46,858060,2000,0,604138,0,0,18,1,0,1,56430,6270,6270,43890,383,617,0,1,1,3,1,5,4,51,2,1,1,0,0,0,514,1,1,2,0,1
1194,57,125,35,442795,500,7000000,446788,0,-51300,17,1,2,3,88660,8060,16120,64480,185,786,2,2,1,3,12,6,0,48,2,0,2,1,1,3,842,1,0,8,7,1
1195,320,283,46,487356,2000,0,455332,53500,-73600,3,3,1,3,77660,7060,14120,56480,331,857,0,2,0,6,13,15,0,30,0,0,0,0,1,5,379,0,0,9,26,1
1196,94,8,35,699044,2000,0,613982,0,0,16,3,1,3,71500,16500,11000,44000,25,306,2,0,1,5,11,14,3,30,0,1,0,3,2,0,262,0,1,5,13,1
1197,266,270,44,701521,2000,0,435985,47200,0,20,3,1,0,35900,7180,3590,25130,351,781,0,2,0,0,6,13,2,52,0,1,0,0,0,3,200,0,0,1,4,1
1198,36,343,52,629663,1000,0,602402,0,0,2,1,0,2,47630,12990,4330,30310,227,27,0,2,0,0,9,3,1,38,2,0,0,3,1,0,708,0,0,12,11,1
1199,64,413,55,115399,2000,0,453148,0,-31000,15,1,2,2,98160,8180,16360,73620,23,407,1,0,1,4,8,5,3,10,2,0,2,0,6,3,518,0,0,4,30,1
1200,703,239,39,730819,2000,0,437156,44200,-37000,10,1,2,3,87890,15980,7990,63920,628,813,1,1,0,3,10,10,5,22,2,0,0,1,4,5,186,0,1,2,38,1
1201,346,389,53,714738,2000,0,477260,0,0,6,1,1,2,6300,630,1260,4410,478,447,0,2,1,5,1,5,4,0,3,1,1,4,0,5,68,0,0,8,7,1
1202,225,166,37,666333,2000,8000000,610393,27500,0,10,3,2,2,67140,7460,7460,52220,31,660,0,0,1,3,2,15,0,51,0,2,0,4,6,5,900,0,0,5,14,1
1203,207,375,50,120485,1000,0,466283,0,0,16,1,2,3,37280,0,0,37280,155,360,2,0,1,0,11,3,2,34,2,0,0,4,1,5,806,1,0,1,5,1
1204,431,255,44,903203,2000,6000000,435267,68500,0,7,1,2,2,6400,640,1280,4480,437,54,2,2,0,6,8,5,1,54,1,1,3,4,0,2,189,0,0,8,24,1
1205,825,264,43,516959,500,6000000,433275,0,0,0,3,2,1,60750,13500,6750,40500,762,571,0,0,1,6,2,1,5,12,0,1,0,3,1,1,476,0,0,7,36,1
1206,293,175,34,771236,500,0,607893,82400,-57100,14,1,2,1,36720,4080,4080,28560,305,613,2,0,0,3,5,0,5,46,2,0,0,3,1,0,470,0,1,6,6,1
1207,62,473,58,892874,2000,0,458733,55700,0,12,4,0,0,63120,10520,10520,42080,15,107,1,0,0,4,13,12,2,21,0,2,0,3,6,2,953,1,0,0,23,1
1208,104,284,48,498140,2000,0,605486,0,-44200,16,2,2,3,60940,5540,11080,44320,84,582,1,2,1,5,9,12,1,10,0,2,0,0,1,2,0,0,0,1,4,1
1209,452,61,24,265026,500,0,473611,47400,0,15,3,2,1,65520,9360,9360,46800,361,408,1,0,0,1,8,13,2,3,0,1,0,0,4,3,211,1,0,12,18,1
1210,976,110,33,322613,1000,0,442389,0,0,19,1,2,3,55200,13800,9200,32200,809,508,1,1,1,0,7,3,0,18,2,1,0,0,5,3,127,0,0,10,2,1
1211,687,456,62,669800,1000,0,611651,82600,-49500,13,3,1,3,66480,5540,11080,49860,712,675,2,1,0,4,10,5,3,56,0,2,0,3,3,2,484,0,0,10,1,1
1212,266,270,44,701521,2000,0,435985,47200,0,20,3,1,0,35900,7180,3590,25130,351,781,0,2,0,0,6,13,2,52,0,1,0,0,0,3,200,0,0,1,4,1
1213,565,371,50,990624,1000,0,613114,79600,0,2,3,2,1,84500,13000,13000,58500,742,328,1,1,1,6,6,2,1,21,0,2,0,3,6,6,230,0,1,13,28,1
1214,291,39,31,689500,2000,0,459322,0,-15700,14,3,1,0,52700,10540,10540,31620,292,50,0,1,0,2,5,14,0,20,0,1,0,1,0,3,232,0,0,2,38,1
1215,580,206,42,779156,1000,0,470488,0,-74200,2,1,1,1,78980,7180,14360,57440,623,80,0,2,1,2,6,19,4,22,2,1,0,1,5,2,745,0,0,10,1,1
1216,559,186,38,536052,2000,0,477373,39300,-60300,23,3,2,2,68760,11460,5730,51570,699,523,2,1,0,5,13,18,0,59,0,0,2,4,5,0,407,1,0,10,3,1
1217,48,82,27,119513,1000,0,476727,13100,-38200,14,1,2,3,71680,8960,8960,53760,148,918,0,0,1,6,0,15,1,40,2,1,0,3,4,6,946,0,0,13,20,1
1218,478,78,31,414519,1000,4000000,457535,0,-27900,21,1,1,0,55660,5060,10120,40480,329,37,1,1,1,6,10,2,3,52,2,0,0,3,6,6,50,0,0,6,8,1
1219,276,4,34,424358,500,0,616126,0,0,0,4,0,0,66880,6080,12160,48640,425,601,2,2,0,1,3,1,2,34,0,2,0,4,6,4,623,0,0,3,32,1
1220,346,389,53,714738,2000,0,477260,0,0,6,1,1,2,6300,630,1260,4410,478,447,0,2,1,5,1,5,4,0,3,1,1,4,0,5,68,0,0,8,7,1
1221,602,371,54,403776,2000,0,469853,34700,-81000,18,3,1,2,32280,5380,5380,21520,567,539,1,0,1,2,2,12,5,9,0,0,0,0,4,1,671,0,0,5,16,1
1222,675,16,32,307469,1000,0,615767,50800,-66200,0,3,0,2,59400,6600,13200,39600,649,763,0,0,1,4,12,5,1,19,0,2,2,0,6,1,84,0,0,4,30,1
1223,909,154,34,840225,1000,0,448436,53100,-43900,18,4,2,3,74360,13520,13520,47320,935,146,2,0,0,3,8,6,0,18,0,2,2,3,6,2,731,0,1,12,18,1
1224,251,111,27,532330,500,5000000,441783,0,0,2,3,1,2,80850,7350,14700,58800,251,921,2,1,1,4,11,19,2,50,0,2,0,4,4,3,446,0,0,5,14,1
1225,867,185,34,620075,500,0,474771,0,0,20,3,1,1,51370,9340,4670,37360,838,525,2,1,0,6,1,12,0,50,0,2,0,1,4,0,475,1,0,2,22,1
1226,89,107,26,261119,2000,0,612550,40600,0,2,3,2,3,78650,14300,7150,57200,237,446,0,2,1,4,11,6,3,1,0,1,2,1,4,1,23,0,0,1,4,1
1227,692,222,39,243226,1000,0,458237,87800,-51200,21,3,1,0,87960,14660,14660,58640,517,3,0,1,1,2,1,10,3,58,0,0,0,1,4,6,376,0,0,7,36,1
1228,988,175,36,155604,500,0,437580,44900,-52500,15,3,2,1,42680,3880,7760,31040,912,465,2,2,1,5,3,11,1,23,0,1,0,4,0,3,385,1,1,0,31,1
1229,840,115,31,569714,1000,0,479824,0,0,18,3,0,3,34160,0,4270,29890,883,300,2,2,0,0,3,3,1,59,0,2,0,0,6,5,48,1,0,1,5,1
1230,779,163,37,390256,1000,4000000,477631,0,-36400,7,1,2,1,3900,390,780,2730,964,203,1,2,0,2,2,6,3,55,3,1,1,4,6,6,642,0,1,13,20,1
1231,689,258,41,605100,500,0,601206,0,-44400,0,3,2,3,81240,6770,20310,54160,745,348,0,0,1,5,3,15,4,57,0,1,0,1,0,5,208,0,0,8,7,1
1232,249,371,51,513099,1000,0,452587,60300,-24700,7,1,0,3,75400,7540,15080,52780,245,97,1,2,0,0,12,9,2,10,2,1,0,1,1,0,977,1,1,4,30,1
1233,689,258,41,605100,500,0,601206,0,-44400,0,3,2,3,81240,6770,20310,54160,745,348,0,0,1,5,3,15,4,57,0,1,0,1,0,5,208,0,0,8,7,1
1234,296,97,26,225865,1000,0,465456,0,0,4,2,2,2,50400,10080,5040,35280,324,220,0,1,1,1,3,17,1,57,0,1,0,3,5,6,575,1,0,6,8,1
1235,172,271,42,486676,500,0,463181,56200,-50000,12,2,2,3,68310,12420,6210,49680,70,807,2,0,0,0,9,17,3,43,0,2,0,3,4,2,791,0,0,1,4,1
1236,748,39,22,691115,500,0,431202,0,0,14,1,0,1,86130,15660,7830,62640,727,48,1,2,1,3,4,14,1,36,2,1,0,4,4,3,421,1,1,11,21,1
1237,645,435,60,593466,500,5000000,462804,73500,-43300,23,1,2,1,62880,5240,10480,47160,665,194,2,2,1,0,8,5,2,35,2,0,2,0,6,0,387,0,0,8,12,1
1238,584,128,31,526296,500,0,615311,0,-28300,2,3,0,2,69930,0,15540,54390,650,851,0,0,0,2,13,6,2,10,0,2,0,0,1,6,501,0,0,5,13,1
1239,62,473,58,892874,2000,0,458733,55700,0,12,4,0,0,63120,10520,10520,42080,15,107,1,0,0,4,13,12,2,21,0,2,0,3,6,2,953,1,0,0,23,1
1240,1,328,48,521585,1000,0,466132,53300,0,5,1,1,2,71610,6510,13020,52080,0,99,2,1,1,4,2,17,0,17,2,2,0,4,4,1,996,1,1,10,1,1
1241,44,87,31,853360,1000,0,451312,0,-47500,16,3,0,3,60940,5540,11080,44320,109,681,1,2,0,5,11,5,0,19,0,1,0,1,1,6,221,0,1,9,35,1
1242,995,179,32,931901,1000,6000000,608328,53800,0,4,1,1,2,54200,5420,10840,37940,967,874,2,0,0,0,10,0,3,14,2,1,0,4,0,0,781,1,0,9,35,1
1243,250,117,28,336047,500,0,447300,47500,-32500,13,2,0,1,55440,5040,10080,40320,250,522,2,1,0,0,13,19,4,54,0,1,2,1,4,6,345,1,0,11,15,1
1244,656,175,39,892148,500,5000000,450709,0,-43600,9,3,2,2,71610,13020,6510,52080,743,462,1,2,1,6,3,10,0,57,0,0,0,3,4,0,909,1,1,12,18,1
1245,673,183,38,439844,500,0,606988,20200,0,17,1,0,1,51920,9440,4720,37760,643,638,0,1,0,5,9,13,1,16,2,2,0,4,0,2,545,0,1,1,4,1
1246,94,8,35,699044,2000,0,613982,0,0,16,3,1,3,71500,16500,11000,44000,25,306,2,0,1,5,11,14,3,30,0,1,0,3,2,0,262,0,1,5,13,1
1247,513,402,54,603632,2000,0,444558,48000,-79600,19,1,0,2,67770,7530,15060,45180,573,808,2,1,1,3,4,2,1,51,2,1,0,3,1,6,466,0,1,8,24,1
1248,866,9,24,326180,2000,0,473349,51700,-33300,6,1,0,3,5940,540,1080,4320,837,605,0,0,0,6,6,9,2,24,3,1,3,2,0,0,666,0,1,1,5,1
1249,559,186,38,536052,2000,0,477373,39300,-60300,23,3,2,2,68760,11460,5730,51570,699,523,2,1,0,5,13,18,0,59,0,0,2,4,5,0,407,1,0,10,3,1
1250,467,245,42,218456,1000,7000000,614265,0,-68900,19,1,2,2,6490,590,1180,4720,474,731,0,2,1,3,3,5,2,43,1,1,1,4,3,6,965,0,0,12,9,1
1251,748,39,22,691115,500,0,431202,0,0,14,1,0,1,86130,15660,7830,62640,727,48,1,2,1,3,4,14,1,36,2,1,0,4,4,3,421,1,1,11,21,1
1252,440,405,58,445289,500,0,462683,0,-46900,11,1,0,0,63580,5780,5780,52020,498,532,0,1,1,4,3,8,1,4,2,0,0,4,1,0,121,0,0,8,24,1
1253,470,88,25,332892,1000,0,613583,0,0,6,1,1,2,66780,7420,7420,51940,288,123,1,1,0,3,5,12,0,35,2,1,0,0,4,4,337,1,1,5,13,1
1254,670,3,29,276804,500,5000000,615446,0,0,3,1,2,1,5000,500,1000,3500,597,206,0,0,0,3,8,5,4,42,1,1,3,4,3,6,90,0,0,8,12,1
1255,864,123,29,379268,500,0,447188,64800,-44200,17,1,1,0,73260,16280,0,56980,803,868,1,1,0,5,6,5,1,5,2,1,1,0,0,0,824,1,1,13,20,1
1256,63,370,55,285496,2000,0,443920,72700,-68200,20,3,0,0,71520,17880,5960,47680,22,608,0,0,1,2,9,13,2,2,0,1,0,0,4,2,164,0,1,11,15,1
1257,241,104,32,904191,500,0,434247,31900,-44600,23,3,1,3,63570,9780,9780,44010,152,722,1,1,1,2,3,11,3,29,0,1,2,4,1,5,740,1,1,13,20,1
1258,470,88,25,332892,1000,0,613583,0,0,6,1,1,2,66780,7420,7420,51940,288,123,1,1,0,3,5,12,0,35,2,1,0,0,4,4,337,1,1,5,13,1
1259,838,80,27,143038,500,0,441923,0,-51000,16,3,1,3,40810,3710,7420,29680,869,903,2,2,1,3,4,16,0,34,0,1,0,4,2,0,967,1,0,5,14,1
1260,689,258,41,605100,500,0,601206,0,-44400,0,3,2,3,81240,6770,20310,54160,745,348,0,0,1,5,3,15,4,57,0,1,0,1,0,5,208,0,0,8,7,1
1261,801,297,48,264221,1000,0,463331,0,-71400,18,3,0,2,54960,6870,0,48090,843,765,0,2,1,5,10,4,5,43,0,0,0,3,1,6,919,0,0,12,11,1
1262,483,230,39,331595,1000,7000000,454530,68600,-22300,0,1,1,3,74200,14840,14840,44520,349,210,0,0,0,4,2,3,4,39,2,0,0,1,4,5,718,0,0,0,33,1
1263,915,440,57,648852,1000,5000000,604948,51500,-52100,19,3,0,3,68200,12400,12400,43400,761,432,0,0,1,1,10,13,5,42,0,1,0,4,4,0,636,1,0,7,36,1
1264,615,270,41,639027,1000,0,460263,62200,0,17,3,1,1,60190,4630,9260,46300,703,666,0,1,1,2,11,6,4,22,0,1,2,0,4,1,346,0,0,8,24,1
1265,289,108,33,512813,2000,0,450703,0,0,6,3,0,1,64350,5850,11700,46800,278,43,0,0,0,3,1,8,1,12,0,2,0,4,6,3,308,0,1,9,29,1
1266,349,338,47,430794,2000,0,615688,0,-56200,1,3,2,3,64100,12820,6410,44870,494,39,2,1,0,0,1,2,3,5,0,1,0,3,2,4,906,0,0,4,30,1
1267,538,360,51,550294,1000,0,471866,0,-32900,5,1,2,2,4620,840,840,2940,552,204,0,2,1,5,5,5,1,23,3,1,1,4,4,2,365,1,0,4,30,1
1268,44,87,31,853360,1000,0,451312,0,-47500,16,3,0,3,60940,5540,11080,44320,109,681,1,2,0,5,11,5,0,19,0,1,0,1,1,6,221,0,1,9,35,1
1269,866,9,24,326180,2000,0,473349,51700,-33300,6,1,0,3,5940,540,1080,4320,837,605,0,0,0,6,6,9,2,24,3,1,3,2,0,0,666,0,1,1,5,1
1270,474,111,29,235869,500,2000000,464736,0,0,1,1,1,1,52800,4800,9600,38400,306,30,0,1,0,6,4,11,3,30,2,2,0,1,4,5,135,0,1,8,24,1
1271,797,197,41,500639,1000,0,478640,0,-64500,6,1,2,2,76400,15280,7640,53480,823,682,2,2,0,6,9,1,1,1,2,0,0,4,0,4,886,0,1,13,20,1
1272,634,16,35,110084,1000,0,612660,59300,-31400,0,1,2,1,55000,10000,10000,35000,602,205,0,1,1,3,11,5,3,39,2,1,2,3,4,2,856,0,0,13,20,1
1273,1,328,48,521585,1000,0,466132,53300,0,5,1,1,2,71610,6510,13020,52080,0,99,2,1,1,4,2,17,0,17,2,2,0,4,4,1,996,1,1,10,1,1
1274,922,404,56,485813,1000,4000000,437944,0,-63700,23,1,2,0,53100,5310,5310,42480,812,561,1,1,0,5,13,6,1,6,2,0,1,0,5,2,190,0,1,0,23,1
1275,253,440,61,212674,500,0,467942,41500,-70200,21,1,2,3,53640,5960,5960,41720,253,883,2,1,1,6,13,12,5,18,2,2,0,1,2,5,867,0,0,9,26,1
1276,453,283,41,566720,500,0,476227,60700,-54300,13,3,0,2,42700,0,6100,36600,363,124,2,0,0,0,11,15,3,29,0,2,0,3,6,3,60,0,0,8,24,1
1277,940,335,48,440616,2000,0,441671,59900,-34800,21,3,0,0,35860,3260,6520,26080,784,944,0,2,0,4,6,5,5,41,0,0,2,4,6,1,845,0,1,2,37,1
1278,157,128,32,547744,2000,0,443522,0,-39300,0,1,1,0,59800,5980,5980,47840,206,791,2,0,0,1,11,5,2,49,2,1,2,1,4,1,300,0,0,5,14,1
1279,91,256,41,227811,2000,6000000,608117,48900,-62400,5,1,1,2,63400,6340,6340,50720,3,604,0,1,0,6,1,2,4,1,2,0,0,4,2,0,669,0,0,3,34,1
1280,231,227,38,279422,500,0,471600,0,0,16,1,1,2,72200,14440,7220,50540,79,128,2,2,0,6,5,14,4,13,2,1,0,1,4,4,617,0,0,2,22,1
1281,222,27,28,735822,2000,0,451560,0,-32500,10,3,0,2,53600,5360,10720,37520,234,845,1,0,1,3,4,14,2,53,0,0,0,3,3,5,167,0,1,1,5,1
1282,846,211,38,752504,1000,0,433250,0,0,12,1,0,3,91520,8320,16640,66560,926,582,1,1,0,5,13,18,3,19,2,0,2,1,1,1,223,0,1,2,38,1
1283,222,27,28,735822,2000,0,451560,0,-32500,10,3,0,2,53600,5360,10720,37520,234,845,1,0,1,3,4,14,2,53,0,0,0,3,3,5,167,0,1,1,5,1
1284,42,61,23,127754,2000,4000000,471300,0,-62400,14,1,0,3,98340,8940,17880,71520,91,701,0,1,0,0,12,8,3,42,2,2,0,4,1,1,31,0,0,6,6,1
1285,457,113,29,999435,2000,0,601213,36100,-42300,15,3,0,2,49950,5550,5550,38850,382,1,2,1,1,6,3,9,1,26,0,1,1,3,1,6,606,0,1,9,35,1
1286,410,436,58,987905,2000,5000000,475705,47400,-27600,10,1,0,2,59900,11980,5990,41930,283,549,2,1,1,6,12,17,2,1,2,1,0,4,6,5,290,0,0,2,37,1
1287,276,4,34,424358,500,0,616126,0,0,0,4,0,0,66880,6080,12160,48640,425,601,2,2,0,1,3,1,2,34,0,2,0,4,6,4,623,0,0,3,32,1
1288,413,156,37,384618,500,0,608331,0,-51800,16,4,1,2,53400,5340,5340,42720,294,410,1,1,1,2,3,9,4,7,0,1,1,4,0,1,688,0,1,6,10,1
